Age,Budget,Interet,Duree,Climat,Type_Voyage,Saison,Nationalite,Activite,Destination
41,7055.0,Nature,18,Tempéré,Famille,Été,Allemand,Architecture,Le Cap
31,4294.0,Shopping,12,Désertique,Couple,Hiver,Britannique,Histoire,Istanbul
25,3521.0,Plage,3,Chaud,Amis,Hiver,Français,Tango,Santorin
62,3931.0,Nature,19,Tempéré,Couple,Automne,Australien,Musée,Le Cap
18,3954.0,Shopping,19,Chaud,Couple,Automne,Allemand,Gastronomie,Bangkok
69,2018.0,Plage,9,Froid,Famille,Automne,Canadien,Photographie,Santorin
67,3980.0,Ville,12,Froid,Amis,Printemps,Australien,Photographie,Londres
23,7976.0,Culture,5,Chaud,Amis,Été,Français,Romance,Venise
68,5836.0,Aventure,11,Désertique,Solo,Automne,Indien,Surf,Queenstown
32,1742.0,Cultuer,19,Chaud,Solo,Hiver,Indien,Photographie,Santorin
39,1018.0,Culture,5,Désertique,Solo,Hiver,Australien,Aurores boréales,Le Caire
66,4125.0,Culture,3,Chaud,Amis,Hiver,Américain,Shopping,Marrakech
40,2363.0,Gastronomie,11,Froid,Couple,Été,Australien,Shopping,Marrakech
22,1235.0,Shopping,4,Tempéré,Solo,Automne,Britannique,Musique,Vienne
29,2087.0,Plage,9,Désertique,Famille,Printemps,Brésilien,Randonnée,Rio de Janeiro
49,4749.0,Gastronomie,17,Désertique,Amis,Automne,Américain,Shopping,Dubai
53,7030.0,Ville,4,Froid,Amis,Hiver,Indien,Tango,Londres
65,1072.0,Ville,20,Chaud,Amis,Été,Indien,Aurores boréales,Bangkok
25,5415.0,Culture,11,Tempéré,Solo,Hiver,Canadien,Musique,Vienne
67,,Cultuer,12,Froid,Famille,Printemps,Canadien,Musique,Vienne
26,3180.0,Shopping,17,Tempéré,Solo,Printemps,Brésilien,Gastronomie,Lisbonne
26,3743.0,Gastronomie,8,Chaud,Famille,Automne,Français,Musée,Londres
21,7520.0,Nature,4,Froid,Solo,Printemps,Indien,Carnaval,Reykjavik
58,3035.0,Nature,3,Chaud,Solo,Automne,Japonais,Romance,Le Cap
21,1105.0,Nature,3,Froid,Couple,Printemps,Allemand,Musée,Reykjavik
54,7360.0,Gastronomie,15,Chaud,Couple,Printemps,Britannique,Surf,Bali
26,2197.0,Nature,16,Désertique,Famille,Automne,Indien,Romance,Le Cap
46,7508.0,Plage,19,Chaud,Solo,Été,Britannique,Ski,Bali
23,6364.0,Gastronomie,16,Chaud,Solo,Automne,Allemand,Carnaval,Rio de Janeiro
29,5192.0,Cultuer,13,Tempéré,Amis,Printemps,Canadien,Tango,
29,5192.0,Cultuer,13,Tempéré,Amis,Printemps,Canadien,Tango,Buenos Aires
54,4790.0,Aventure,18,Froid,Famille,Hiver,Américain,Carnaval,Queenstown
44,5003.0,Shopping,17,Tempéré,Solo,Hiver,Chinois,Ski,Queenstown
61,5045.0,Aventure,11,Tempéré,Couple,Hiver,Canadien,Opéra,Machu Picchu
43,6782.0,Shopping,9,Tempéré,Amis,Printemps,Chinois,Shopping,New York
41,4157.0,Plage,9,Désertique,Couple,Printemps,Chinois,Surf,Bali
59,3409.0,Ville,19,Froid,Couple,Été,Indien,Romance,Londres
69,6877.0,Aventure,7,Tempéré,Amis,Automne,Japonais,Ski,Queenstown
24,7597.0,Aventure,14,Froid,Couple,Été,Australien,Carnaval,Queenstown
54,6059.0,Histoire,15,Tempéré,Amis,Été,Américain,Romance,Venise
44,,Cultuer,18,Chaud,Couple,Automne,Indien,Photographie,Santorin
29,2038.0,Shopping,3,Désertique,Couple,Hiver,Australien,Surf,Bali
56,6339.0,Gastronomie,15,Tempéré,Famille,Hiver,Australien,Histoire,Kyoto
58,3247.0,Shopping,13,Désertique,Amis,Hiver,Chinois,Musique,Vienne
38,5596.0,Aventure,6,Désertique,Famille,Hiver,Français,Musée,Queenstown
22,7626.0,Plage,10,Tempéré,Solo,Hiver,Brésilien,Histoire,Kyoto
24,6003.0,Nature,3,Froid,Amis,Hiver,Britannique,Romance,Reykjavik
42,3137.0,Nature,14,Chaud,Amis,Hiver,Allemand,Opéra,Sydney
36,5085.0,Gastronomie,16,Chaud,Famille,Hiver,Américain,Musée,Sydney
58,3603.0,Shopping,3,Chaud,Couple,Automne,Brésilien,Gastronomie,Bangkok
64,2347.0,Cultuer,15,Désertique,Famille,Été,Brésilien,Shopping,Dubai
24,5735.0,Culture,20,Chaud,Couple,Printemps,Japonais,Photographie,Rome
27,6710.0,Culture,5,Désertique,Amis,Été,Chinois,Carnaval,Kyoto
18,2689.0,Plage,17,Tempéré,Amis,Printemps,Chinois,Shopping,Barcelone
29,2860.0,Gastronomie,4,Désertique,Couple,Printemps,Indien,Histoire,Istanbul
21,4622.0,Plage,14,Tempéré,Famille,Automne,Français,Histoire,Istanbul
33,6982.0,Plage,19,Désertique,Solo,Été,Japonais,Surf,Bali
32,6308.0,Histoire,8,Tempéré,Couple,Été,Canadien,Photographie,Kyoto
27,2285.0,Nature,15,Chaud,Famille,Hiver,Américain,Histoire,Rome
33,4323.0,Gastronomie,16,Froid,Amis,Printemps,Chinois,Shopping,New York
18,,Cultuer,13,Froid,Couple,Printemps,Français,Tango,Buenos Aires
34,3430.0,Histoire,6,Chaud,Couple,Été,Australien,Ski,Santorin
26,1631.0,Nature,13,Froid,Famille,Printemps,Américain,Gastronomie,Reykjavik
51,7820.0,Histoire,16,Tempéré,Couple,Hiver,Américain,Ski,Tokyo
55,1933.0,Nature,16,Chaud,Couple,Été,Américain,Musique,Le Cap
36,2735.0,Plage,7,Tempéré,Solo,Hiver,Britannique,Surf,Bali
56,3967.0,Culture,4,Tempéré,Famille,Hiver,Japonais,Ski,Venise
42,1667.0,Aventure,13,Tempéré,Amis,Automne,Français,Romance,Machu Picchu
34,2718.0,Nature,20,Chaud,Solo,Printemps,Allemand,Ski,Le Cap
52,5173.0,Gastronomie,7,Désertique,Couple,Été,Français,Musée,Londres
63,5971.0,Cultuer,7,Chaud,Famille,Automne,Américain,Tango,Sydney
43,1782.0,Aventure,14,Froid,Amis,Hiver,Australien,Photographie,Queenstown
63,7041.0,Plage,17,Tempéré,Couple,Été,Brésilien,Opéra,Bali
23,4433.0,Culture,19,Tempéré,Couple,Été,Américain,Opéra,Venise
61,3173.0,Histoire,7,Chaud,Famille,Hiver,Canadien,Carnaval,Rio de Janeiro
46,5080.0,Culture,6,Tempéré,Amis,Été,Australien,Architecture,Kyoto
30,6798.0,Histoire,19,Froid,Solo,Automne,Français,Opéra,Sydney
36,7459.0,Ville,8,Tempéré,Solo,Printemps,Australien,Musique,New York
67,5151.0,Aventure,8,Tempéré,Couple,Automne,Américain,Musique,Machu Picchu
44,5278.0,Nature,4,Tempéré,Solo,Automne,Australien,Tango,Le Cap
19,,Cultuer,20,Froid,Solo,Printemps,Indien,Surf,
19,,Cultuer,20,Froid,Solo,Printemps,Indien,Surf,Bali
31,3641.0,Shopping,6,Froid,Famille,Été,Indien,Architecture,Barcelone
24,6439.0,Nature,11,Froid,Couple,Automne,Australien,Musique,Reykjavik
69,7019.0,Shopping,16,Tempéré,Amis,Automne,Allemand,Shopping,New York
28,6855.0,Histoire,9,Désertique,Couple,Printemps,Indien,Romance,Venise
26,7998.0,Nature,17,Froid,Famille,Été,Indien,Photographie,Reykjavik
40,5122.0,Nature,18,Tempéré,Couple,Automne,Australien,Photographie,Le Cap
53,5319.0,Nature,19,Tempéré,Couple,Printemps,Français,Architecture,Le Cap
36,2114.0,Plage,19,Chaud,Famille,Été,Canadien,Musique,Barcelone
27,3445.0,Culture,5,Froid,Famille,Été,Français,Romance,Venise
18,4819.0,Cultuer,20,Désertique,Solo,Automne,Français,Randonnée,Le Cap
35,5178.0,Nature,15,Tempéré,Solo,Hiver,Britannique,Musique,Le Cap
18,7866.0,Nature,17,Chaud,Amis,Printemps,Indien,Opéra,Sydney
30,6293.0,Culture,11,Froid,Couple,Automne,Allemand,Histoire,Prague
59,5245.0,Shopping,7,Froid,Solo,Printemps,Japonais,Ski,Queenstown
26,1673.0,Gastronomie,6,Froid,Solo,Été,Japonais,Aurores boréales,Reykjavik
41,1318.0,Ville,11,Tempéré,Solo,Printemps,Brésilien,Randonnée,Lisbonne
41,2794.0,Aventure,15,Froid,Solo,Hiver,Indien,Aurores boréales,Queenstown
20,1963.0,Gastronomie,7,Froid,Couple,Été,Australien,Ski,Queenstown
66,3838.0,Shopping,9,Désertique,Solo,Automne,Chinois,Gastronomie,Lisbonne
19,,Cultuer,7,Chaud,Solo,Hiver,Chinois,Tango,Buenos Aires
36,1943.0,Plage,8,Chaud,Solo,Hiver,Australien,Surf,Bali
58,4328.0,Histoire,16,Tempéré,Amis,Hiver,Japonais,Photographie,Santorin
28,3515.0,Shopping,12,Désertique,Couple,Printemps,Britannique,Photographie,Santorin
36,4375.0,Shopping,5,Tempéré,Solo,Printemps,Britannique,Surf,Le Cap
47,2001.0,Nature,8,Chaud,Amis,Printemps,Australien,Histoire,Rome
49,5887.0,Ville,18,Froid,Amis,Hiver,Britannique,Musique,Londres
46,1418.0,Culture,20,Tempéré,Amis,Printemps,Britannique,Photographie,Mexico
21,2591.0,Aventure,12,Désertique,Solo,Été,Américain,Carnaval,Machu Picchu
56,2474.0,Histoire,17,Chaud,Famille,Printemps,Français,Romance,Venise
56,3419.0,Cultuer,3,Chaud,Solo,Printemps,Brésilien,Romance,Venise
24,2451.0,Ville,9,Froid,Amis,Hiver,Australien,Musique,Berlin
50,6106.0,Plage,20,Froid,Amis,Hiver,Américain,Carnaval,Rio de Janeiro
19,1764.0,Histoire,11,Désertique,Solo,Printemps,Allemand,Ski,Queenstown
54,7979.0,Ville,13,Désertique,Famille,Hiver,Français,Architecture,Dubai
51,3394.0,Gastronomie,18,Tempéré,Solo,Hiver,Britannique,Architecture,Barcelone
25,1179.0,Plage,7,Tempéré,Amis,Été,Britannique,Romance,Bali
39,1648.0,Plage,8,Désertique,Couple,Automne,Indien,Romance,Bali
25,6979.0,Aventure,5,Chaud,Couple,Hiver,Indien,Musique,Queenstown
26,4238.0,Nature,6,Froid,Couple,Printemps,Japonais,Romance,Reykjavik
23,,Cultuer,18,Froid,Amis,Printemps,Canadien,Randonnée,Machu Picchu
25,6443.0,Aventure,6,Froid,Amis,Automne,Japonais,Photographie,Queenstown
26,4735.0,Ville,15,Désertique,Amis,Été,Japonais,Surf,Dubai
45,3614.0,Culture,13,Chaud,Famille,Hiver,Français,Musique,Vienne
32,2597.0,Nature,7,Désertique,Couple,Été,Américain,Surf,Le Cap
19,2881.0,Nature,7,Froid,Amis,Printemps,Britannique,Opéra,Reykjavik
58,2211.0,Shopping,18,Désertique,Solo,Printemps,Australien,Randonnée,Machu Picchu
56,3844.0,Ville,16,Chaud,Famille,Hiver,Allemand,Aurores boréales,Sydney
55,7853.0,Ville,13,Chaud,Amis,Printemps,Canadien,Histoire,Berlin
40,3481.0,Ville,19,Tempéré,Couple,Été,Britannique,Surf,Lisbonne
39,1326.0,Cultuer,18,Chaud,Solo,Été,Australien,Surf,
39,1326.0,Cultuer,18,Chaud,Solo,Été,Australien,Surf,Bali
57,3976.0,Aventure,12,Froid,Famille,Hiver,Français,Shopping,Queenstown
45,4334.0,Nature,19,Chaud,Famille,Été,Australien,Shopping,Reykjavik
45,4863.0,Ville,19,Froid,Solo,Printemps,Australien,Architecture,Londres
40,3850.0,Aventure,16,Froid,Famille,Été,Britannique,Musique,Queenstown
47,6165.0,Gastronomie,4,Désertique,Famille,Printemps,Américain,Architecture,Barcelone
54,5339.0,Culture,4,Chaud,Couple,Hiver,Américain,Tango,Buenos Aires
54,5771.0,Gastronomie,3,Chaud,Couple,Été,Canadien,Surf,Bali
35,1865.0,Ville,16,Tempéré,Solo,Automne,Britannique,Architecture,Lisbonne
34,4483.0,Histoire,19,Désertique,Amis,Été,Britannique,Gastronomie,Lisbonne
34,,Cultuer,3,Désertique,Solo,Printemps,Britannique,Shopping,Dubai
35,7919.0,Histoire,10,Chaud,Amis,Automne,Australien,Opéra,Sydney
62,5691.0,Gastronomie,19,Tempéré,Famille,Printemps,Canadien,Aurores boréales,Reykjavik
67,4794.0,Ville,3,Froid,Couple,Été,Français,Surf,Londres
21,5040.0,Culture,8,Chaud,Couple,Automne,Allemand,Musique,Vienne
60,6643.0,Shopping,4,Froid,Famille,Été,Britannique,Musée,Londres
30,3564.0,Culture,4,Froid,Amis,Hiver,Chinois,Ski,Vienne
28,2963.0,Aventure,4,Désertique,Solo,Été,Indien,Carnaval,Machu Picchu
24,3703.0,Aventure,7,Désertique,Amis,Été,Français,Musée,Machu Picchu
49,1366.0,Aventure,6,Désertique,Famille,Hiver,Américain,Architecture,Barcelone
45,3639.0,Cultuer,18,Froid,Amis,Hiver,Australien,Randonnée,Le Cap
25,1259.0,Ville,7,Désertique,Solo,Printemps,Britannique,Aurores boréales,Dubai
46,5346.0,Aventure,5,Tempéré,Famille,Automne,Brésilien,Opéra,Machu Picchu
24,2552.0,Plage,17,Chaud,Amis,Automne,Américain,Architecture,Barcelone
39,2029.0,Plage,11,Froid,Amis,Été,Canadien,Musée,Amsterdam
64,3288.0,Aventure,15,Tempéré,Couple,Hiver,Chinois,Ski,Machu Picchu
51,5176.0,Gastronomie,11,Désertique,Couple,Hiver,Australien,Opéra,Sydney
67,2288.0,Culture,14,Désertique,Solo,Automne,Indien,Architecture,Mexico
41,7227.0,Aventure,7,Chaud,Solo,Hiver,Canadien,Aurores boréales,Queenstown
39,1588.0,Histoire,11,Chaud,Famille,Automne,Indien,Romance,Bali
28,,Cultuer,7,Chaud,Couple,Été,Allemand,Opéra,Sydney
23,4669.0,Gastronomie,10,Désertique,Couple,Hiver,Japonais,Architecture,Barcelone
63,4320.0,Histoire,16,Froid,Famille,Printemps,Canadien,Surf,Reykjavik
51,6916.0,Culture,6,Chaud,Famille,Printemps,Chinois,Romance,Venise
61,4041.0,Aventure,11,Chaud,Couple,Hiver,Japonais,Aurores boréales,Machu Picchu
68,2726.0,Gastronomie,3,Tempéré,Amis,Automne,Canadien,Romance,Venise
39,6049.0,Aventure,15,Tempéré,Famille,Été,Australien,Musique,Machu Picchu
32,1342.0,Histoire,11,Chaud,Famille,Printemps,Britannique,Histoire,Le Caire
29,6688.0,Culture,15,Chaud,Famille,Automne,Chinois,Ski,Rome
60,3752.0,Gastronomie,16,Froid,Couple,Printemps,Canadien,Romance,Venise
20,2063.0,Cultuer,7,Froid,Amis,Printemps,Français,Tango,Buenos Aires
62,7286.0,Ville,5,Tempéré,Amis,Printemps,Indien,Carnaval,New York
32,7969.0,Culture,6,Chaud,Amis,Hiver,Japonais,Surf,Rome
30,2257.0,Culture,20,Tempéré,Famille,Automne,Britannique,Musée,Paris
37,4673.0,Shopping,17,Chaud,Famille,Été,Américain,Musique,Vienne
51,1933.0,Nature,12,Tempéré,Amis,Automne,Canadien,Photographie,Le Cap
69,1473.0,Gastronomie,16,Chaud,Solo,Hiver,Français,Architecture,Barcelone
56,1235.0,Aventure,8,Chaud,Famille,Été,Australien,Photographie,Santorin
69,3957.0,Plage,12,Désertique,Solo,Printemps,Australien,Tango,Santorin
46,2161.0,Nature,3,Désertique,Amis,Printemps,Australien,Architecture,Barcelone
48,,Cultuer,18,Désertique,Solo,Automne,Français,Musique,
48,,Cultuer,18,Désertique,Solo,Automne,Français,Musique,Vienne
38,5274.0,Nature,9,Froid,Amis,Automne,Japonais,Musique,Reykjavik
44,3012.0,Nature,8,Froid,Famille,Printemps,Américain,Histoire,Berlin
27,5311.0,Histoire,20,Désertique,Famille,Été,Japonais,Carnaval,Rio de Janeiro
57,1427.0,Plage,20,Désertique,Couple,Été,Brésilien,Tango,Bali
44,4674.0,Culture,4,Froid,Solo,Hiver,Allemand,Histoire,Prague
48,5153.0,Culture,9,Froid,Solo,Été,Chinois,Shopping,Marrakech
50,2616.0,Shopping,20,Tempéré,Solo,Hiver,Australien,Shopping,New York
49,5979.0,Ville,4,Chaud,Amis,Automne,Britannique,Architecture,Sydney
26,7807.0,Gastronomie,20,Chaud,Amis,Automne,Japonais,Musique,Vienne
32,1875.0,Cultuer,19,Tempéré,Couple,Hiver,Chinois,Musique,Vienne
61,1621.0,Histoire,13,Chaud,Couple,Hiver,Indien,Romance,Bali
34,3921.0,Aventure,9,Froid,Famille,Automne,Indien,Musée,Londres
32,1979.0,Ville,15,Tempéré,Famille,Été,Japonais,Shopping,New York
52,3176.0,Ville,6,Chaud,Famille,Été,Australien,Ski,Bangkok
63,7894.0,Nature,10,Chaud,Couple,Été,Britannique,Shopping,Marrakech
37,5641.0,Nature,16,Chaud,Famille,Hiver,Chinois,Gastronomie,Bangkok
37,2716.0,Plage,7,Désertique,Amis,Hiver,Indien,Randonnée,Barcelone
47,6370.0,Aventure,16,Tempéré,Solo,Printemps,Chinois,Architecture,Machu Picchu
21,3029.0,Nature,10,Désertique,Famille,Printemps,Chinois,Surf,Le Cap
31,,Cultuer,10,Chaud,Famille,Hiver,Japonais,Musique,Vienne
43,5173.0,Culture,11,Froid,Couple,Hiver,Indien,Randonnée,Vienne
18,4760.0,Plage,4,Tempéré,Solo,Printemps,Allemand,Gastronomie,Tokyo
69,2839.0,Nature,20,Froid,Solo,Hiver,Chinois,Gastronomie,Reykjavik
50,6823.0,Histoire,14,Tempéré,Amis,Hiver,Canadien,Gastronomie,Tokyo
28,5902.0,Gastronomie,19,Désertique,Famille,Été,Allemand,Shopping,Dubai
25,2769.0,Nature,5,Tempéré,Solo,Été,Américain,Histoire,Istanbul
59,7455.0,Plage,17,Désertique,Famille,Hiver,Américain,Shopping,Dubai
18,5205.0,Nature,5,Chaud,Couple,Hiver,Chinois,Surf,Reykjavik
53,4596.0,Histoire,16,Tempéré,Couple,Hiver,Japonais,Surf,Le Cap
36,5024.0,Cultuer,10,Tempéré,Famille,Printemps,Canadien,Shopping,New York
48,4864.0,Culture,18,Froid,Solo,Hiver,Canadien,Opéra,Vienne
38,1407.0,Aventure,16,Chaud,Famille,Été,Canadien,Romance,Machu Picchu
67,1582.0,Nature,3,Froid,Solo,Printemps,Français,Surf,Reykjavik
65,3197.0,Shopping,13,Froid,Amis,Automne,Brésilien,Randonnée,Machu Picchu
22,2623.0,Plage,4,Désertique,Famille,Hiver,Américain,Surf,Bali
50,1510.0,Aventure,10,Tempéré,Amis,Hiver,Australien,Musique,Machu Picchu
52,3045.0,Culture,13,Chaud,Couple,Printemps,Chinois,Opéra,Rome
43,7497.0,Histoire,16,Froid,Amis,Automne,Chinois,Romance,Venise
34,6048.0,Histoire,16,Froid,Famille,Hiver,Brésilien,Musée,Londres
47,,Cultuer,12,Froid,Couple,Automne,Indien,Carnaval,Rio de Janeiro
66,4576.0,Gastronomie,9,Tempéré,Solo,Été,Indien,Romance,Venise
29,5391.0,Culture,18,Désertique,Solo,Hiver,Américain,Photographie,Kyoto
20,2518.0,Nature,19,Désertique,Solo,Printemps,Indien,Gastronomie,Lisbonne
55,1443.0,Nature,7,Tempéré,Famille,Automne,Chinois,Carnaval,Le Cap
38,7829.0,Ville,10,Tempéré,Famille,Automne,Américain,Photographie,New York
50,3205.0,Nature,20,Tempéré,Couple,Hiver,Indien,Randonnée,Le Cap
39,1144.0,Plage,3,Chaud,Amis,Hiver,Indien,Tango,Bali
54,6150.0,Aventure,5,Froid,Solo,Printemps,Indien,Photographie,Queenstown
57,5999.0,Nature,3,Froid,Amis,Été,Français,Opéra,Reykjavik
26,1272.0,Cultuer,11,Tempéré,Solo,Automne,Britannique,Romance,
26,1272.0,Cultuer,11,Tempéré,Solo,Automne,Britannique,Romance,Venise
35,6980.0,Histoire,18,Chaud,Solo,Hiver,Français,Aurores boréales,Reykjavik
58,4165.0,Gastronomie,14,Désertique,Couple,Été,Français,Tango,Buenos Aires
53,4382.0,Ville,11,Froid,Famille,Printemps,Britannique,Gastronomie,Lisbonne
68,7394.0,Nature,10,Désertique,Amis,Hiver,Indien,Gastronomie,Tokyo
40,3005.0,Culture,3,Chaud,Couple,Été,Japonais,Ski,Rome
65,2925.0,Aventure,18,Tempéré,Amis,Automne,Indien,Musée,Machu Picchu
18,4361.0,Gastronomie,6,Froid,Couple,Printemps,Allemand,Shopping,New York
68,5607.0,Aventure,15,Désertique,Couple,Hiver,Canadien,Surf,Queenstown
30,2487.0,Ville,18,Chaud,Famille,Été,Allemand,Ski,Bangkok
46,,Cultuer,6,Chaud,Amis,Hiver,Français,Carnaval,Rio de Janeiro
37,3109.0,Culture,19,Froid,Solo,Hiver,Indien,Architecture,Vienne
59,5211.0,Ville,19,Tempéré,Solo,Automne,Français,Aurores boréales,New York
50,7537.0,Histoire,10,Désertique,Solo,Été,Chinois,Musée,Dubai
47,4998.0,Culture,9,Désertique,Famille,Printemps,Français,Gastronomie,Tokyo
62,4231.0,Histoire,15,Chaud,Famille,Été,Allemand,Architecture,Barcelone
41,3951.0,Shopping,6,Tempéré,Famille,Automne,Britannique,Photographie,Santorin
67,5354.0,Nature,20,Désertique,Couple,Printemps,Canadien,Photographie,Reykjavik
30,5899.0,Aventure,20,Désertique,Solo,Printemps,Allemand,Ski,Queenstown
21,1471.0,Nature,5,Tempéré,Solo,Été,Indien,Histoire,Mexico
67,5051.0,Cultuer,16,Froid,Couple,Automne,Allemand,Aurores boréales,Reykjavik
31,4052.0,Culture,6,Chaud,Amis,Automne,Allemand,Musée,Paris
45,7481.0,Histoire,5,Froid,Couple,Hiver,Canadien,Tango,Buenos Aires
20,3764.0,Nature,17,Tempéré,Couple,Été,Américain,Shopping,Le Cap
42,2945.0,Nature,7,Chaud,Couple,Printemps,Allemand,Gastronomie,Bangkok
63,7457.0,Aventure,7,Chaud,Famille,Printemps,Brésilien,Aurores boréales,Queenstown
39,7383.0,Gastronomie,15,Chaud,Solo,Automne,Japonais,Histoire,Rome
61,4054.0,Aventure,12,Chaud,Famille,Automne,Britannique,Gastronomie,Bangkok
38,4767.0,Plage,20,Froid,Famille,Automne,Allemand,Randonnée,Santorin
60,3148.0,Culture,18,Tempéré,Couple,Automne,Japonais,Shopping,Paris
67,,Cultuer,10,Désertique,Famille,Hiver,Américain,Histoire,Rome
34,7582.0,Gastronomie,10,Froid,Couple,Été,Britannique,Shopping,Dubai
64,4104.0,Shopping,7,Désertique,Couple,Printemps,Japonais,Ski,Queenstown
27,4266.0,Shopping,14,Chaud,Amis,Été,Français,Romance,Venise
60,4620.0,Plage,6,Froid,Famille,Été,Brésilien,Ski,Queenstown
48,2558.0,Nature,14,Tempéré,Solo,Printemps,Indien,Photographie,Le Cap
46,4332.0,Plage,8,Désertique,Amis,Hiver,Chinois,Ski,Santorin
41,2146.0,Culture,20,Tempéré,Couple,Été,Australien,Aurores boréales,Mexico
32,3051.0,Culture,7,Froid,Solo,Automne,Canadien,Musée,Paris
34,3339.0,Ville,7,Tempéré,Famille,Hiver,Français,Randonnée,Lisbonne
63,5763.0,Cultuer,17,Froid,Solo,Printemps,Canadien,Surf,Queenstown
37,6591.0,Aventure,17,Froid,Amis,Printemps,Indien,Romance,Queenstown
27,6978.0,Shopping,13,Froid,Amis,Automne,Brésilien,Opéra,Sydney
30,6232.0,Ville,14,Chaud,Amis,Hiver,Canadien,Gastronomie,Bangkok
30,7035.0,Plage,13,Désertique,Couple,Été,Britannique,Carnaval,Rio de Janeiro
52,6801.0,Aventure,18,Froid,Couple,Été,Chinois,Shopping,Queenstown
22,6011.0,Nature,12,Chaud,Solo,Automne,Indien,Shopping,Marrakech
52,5784.0,Histoire,3,Froid,Amis,Automne,Canadien,Aurores boréales,Reykjavik
40,2734.0,Aventure,20,Froid,Solo,Été,Canadien,Architecture,Queenstown
24,2000.0,Gastronomie,4,Désertique,Amis,Été,Français,Musée,Paris
61,,Cultuer,15,Chaud,Amis,Printemps,Français,Opéra,
61,,Cultuer,15,Chaud,Amis,Printemps,Français,Opéra,Sydney
19,7125.0,Aventure,6,Chaud,Couple,Été,Français,Tango,Queenstown
45,2181.0,Ville,5,Froid,Solo,Printemps,Américain,Romance,Berlin
60,3924.0,Culture,6,Tempéré,Solo,Été,Brésilien,Architecture,Venise
48,6573.0,Histoire,20,Froid,Famille,Été,Japonais,Carnaval,Rio de Janeiro
41,7037.0,Histoire,9,Tempéré,Amis,Printemps,Français,Randonnée,Machu Picchu
46,7462.0,Aventure,5,Froid,Couple,Printemps,Chinois,Musique,Queenstown
31,4519.0,Histoire,13,Chaud,Famille,Été,Brésilien,Musée,Londres
50,5815.0,Gastronomie,3,Froid,Couple,Hiver,Allemand,Gastronomie,Tokyo
68,7367.0,Ville,18,Désertique,Famille,Hiver,Australien,Photographie,Dubai
59,4645.0,Cultuer,16,Froid,Couple,Hiver,Indien,Aurores boréales,Reykjavik
38,5898.0,Plage,9,Chaud,Solo,Hiver,Chinois,Musique,Santorin
27,1226.0,Culture,9,Désertique,Amis,Automne,Brésilien,Musique,Vienne
48,3929.0,Aventure,13,Tempéré,Couple,Hiver,Brésilien,Photographie,Machu Picchu
68,5645.0,Nature,12,Chaud,Amis,Printemps,Américain,Musée,Reykjavik
55,7507.0,Histoire,19,Chaud,Amis,Automne,Japonais,Tango,Buenos Aires
34,3569.0,Gastronomie,18,Chaud,Amis,Été,Brésilien,Aurores boréales,Reykjavik
53,7656.0,Aventure,14,Froid,Solo,Printemps,Canadien,Gastronomie,Queenstown
39,7866.0,Nature,17,Désertique,Famille,Été,Français,Musique,Reykjavik
28,4573.0,Aventure,15,Tempéré,Amis,Hiver,Chinois,Romance,Machu Picchu
53,,Cultuer,12,Chaud,Solo,Été,Allemand,Opéra,Sydney
29,5043.0,Culture,5,Chaud,Solo,Automne,Britannique,Opéra,Sydney
61,3936.0,Ville,17,Désertique,Solo,Été,Chinois,Gastronomie,Lisbonne
67,3014.0,Plage,15,Tempéré,Solo,Printemps,Britannique,Randonnée,Machu Picchu
47,3452.0,Ville,18,Désertique,Couple,Printemps,Brésilien,Architecture,Dubai
66,3163.0,Gastronomie,11,Désertique,Couple,Hiver,Français,Randonnée,Machu Picchu
27,6174.0,Plage,6,Désertique,Amis,Hiver,Brésilien,Musée,Santorin
62,7748.0,Shopping,17,Chaud,Amis,Hiver,Canadien,Musée,Paris
51,1890.0,Gastronomie,3,Désertique,Famille,Automne,Japonais,Ski,Queenstown
